CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure_months,num_products,monthly_charges,total_charges,support_tickets_6mo,avg_response_time_hrs,login_frequency_weekly,feature_usage_score,payment_delay_days,nps_score,contract_type,payment_method,internet_service,plan_tier,referral_source,Churn
CUST-04808,Female,1,No,Yes,28,1,64.08,1830.8,1,6.01,0,35.55,16,6.0,One-Year,Bank Transfer,Fiber Optic,Standard,Organic,0
CUST-04809,Male,1,Yes,No,58,1,96.78,5600.02,5,1.47,12,94.06,25,4.0,Month-to-Month,PayPal,None,Premium,Organic,0
CUST-04810,Female,1,Yes,Yes,15,4,51.09,851.7,0,1.32,10,35.11,11,2.0,Two-Year,Bank Transfer,DSL,Standard,Paid,0
CUST-04811,Male,0,No,No,18,1,58.16,978.55,10,2.27,4,40.76,29,7.0,Month-to-Month,PayPal,DSL,Standard,Organic,1
CUST-04812,Female,1,Yes,No,38,4,82.96,3199.06,6,2.18,5,1.57,6,0.0,Month-to-Month,Bank Transfer,DSL,Basic,Paid,0
CUST-04813,Male,1,Yes,No,40,3,25.55,1018.51,8,0.68,7,18.36,2,8.0,Two-Year,PayPal,Fiber Optic,Premium,Referral,0
CUST-04814,Male,1,Yes,No,53,5,116.69,6215.08,2,0.32,5,36.15,5,1.0,One-Year,Credit Card,DSL,Premium,Paid,0
CUST-04815,Male,0,Yes,Yes,22,2,37.45,704.5,6,9.22,6,66.59,14,1.0,Month-to-Month,PayPal,None,Basic,Paid,0
CUST-04816,Male,0,No,No,62,3,22.67,1392.33,12,1.1,8,6.39,0,3.0,Two-Year,PayPal,DSL,Standard,Social,0
CUST-04817,Male,1,Yes,No,24,3,20.53,529.61,3,4.66,13,34.95,10,6.0,One-Year,Bank Transfer,DSL,Premium,Social,0
CUST-04818,Female,0,No,No,38,5,59.96,2275.14,14,2.72,12,36.53,9,9.0,Two-Year,Bank Transfer,DSL,Premium,Referral,0
CUST-04819,Male,1,No,No,67,4,108.43,7327.26,6,5.06,6,79.1,9,7.0,One-Year,PayPal,DSL,Basic,Referral,0
CUST-04820,Female,0,No,Yes,39,4,101.98,4038.16,2,5.6,5,27.5,5,3.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Social,0
CUST-04821,Male,0,Yes,Yes,49,2,111.2,5401.1,2,4.22,15,89.19,14,6.0,Two-Year,Bank Transfer,Fiber Optic,Basic,Organic,0
CUST-04822,Female,0,No,No,65,3,73.38,4810.78,6,8.88,15,94.4,8,9.0,Two-Year,Credit Card,Fiber Optic,Premium,Paid,0
CUST-04823,Female,1,Yes,No,70,1,64.87,4491.59,14,0.03,13,22.16,21,5.0,One-Year,Bank Transfer,None,Basic,Social,0
CUST-04824,Female,0,Yes,No,36,2,58.59,2111.8,7,4.03,13,37.78,17,8.0,Month-to-Month,Bank Transfer,DSL,Premium,Referral,0
CUST-04825,Female,0,No,Yes,30,5,24.64,772.06,2,0.81,4,73.35,17,4.0,Two-Year,Bank Transfer,Fiber Optic,Premium,Social,0
CUST-04826,Male,0,No,Yes,14,1,110.95,1511.57,5,4.17,13,26.86,23,4.0,One-Year,Bank Transfer,Fiber Optic,Standard,Organic,1
CUST-04827,Male,0,Yes,No,39,1,69.62,2754.43,12,1.65,6,82.6,12,8.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Paid,0
CUST-04828,Male,1,No,Yes,66,3,65.51,4298.18,14,3.42,10,97.39,5,8.0,Month-to-Month,PayPal,None,Basic,Organic,0
CUST-04829,Female,0,No,Yes,35,4,71.52,2474.05,9,5.56,10,63.14,21,2.0,Two-Year,Check,Fiber Optic,Premium,Paid,0
CUST-04830,Female,0,Yes,Yes,25,5,99.42,2520.72,12,1.84,15,16.13,28,1.0,One-Year,PayPal,DSL,Premium,Paid,0
CUST-04831,Female,1,No,Yes,8,3,42.45,297.78,12,0.15,18,0.19,12,2.0,One-Year,Check,DSL,Standard,Referral,0
CUST-04832,Female,1,No,No,28,4,90.99,2503.38,6,1.31,8,40.99,21,10.0,One-Year,PayPal,DSL,Standard,Organic,0
CUST-04833,Male,0,No,Yes,17,2,91.08,1600.37,13,6.35,2,,19,0.0,Month-to-Month,PayPal,Fiber Optic,Standard,Referral,1
CUST-04834,Male,1,No,No,70,3,104.96,7352.3,1,1.37,0,77.39,1,8.0,One-Year,Bank Transfer,Fiber Optic,Standard,Social,0
CUST-04835,Female,1,No,Yes,38,2,20.87,720.29,12,12.45,7,46.98,5,4.0,Month-to-Month,PayPal,Fiber Optic,Standard,Social,0
CUST-04836,Male,0,No,Yes,10,1,37.04,413.18,8,8.24,8,63.22,20,9.0,Month-to-Month,PayPal,Fiber Optic,Basic,Organic,0
CUST-04837,Male,0,No,Yes,5,2,67.1,315.19,8,3.11,11,60.63,10,7.0,Two-Year,Check,Fiber Optic,Standard,Referral,0
CUST-04838,Female,1,No,No,61,2,105.05,6338.15,14,7.86,7,3.63,7,7.0,Month-to-Month,Bank Transfer,DSL,Standard,Referral,0
CUST-04839,Female,1,Yes,No,67,3,116.51,7680.92,4,0.91,6,70.8,17,5.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Organic,0
CUST-04840,Female,1,Yes,No,55,4,79.49,4416.95,2,9.86,14,82.57,16,,Month-to-Month,Bank Transfer,DSL,Basic,Paid,0
CUST-04841,Female,1,No,No,9,5,41.21,327.92,9,1.76,5,47.12,27,0.0,Two-Year,PayPal,None,Standard,Paid,0
CUST-04842,Male,1,Yes,Yes,7,5,38.46,207.02,11,7.46,0,58.21,29,3.0,Month-to-Month,Credit Card,DSL,Standard,Social,1
CUST-04843,Male,1,No,Yes,15,2,83.94,1291.14,0,4.32,8,14.38,0,10.0,One-Year,Bank Transfer,None,Premium,Paid,0
CUST-04844,Female,1,Yes,No,54,5,41.01,2254.66,7,0.17,12,65.87,13,4.0,Month-to-Month,Bank Transfer,DSL,Basic,Social,0
CUST-04845,Female,1,Yes,Yes,55,5,75.31,4102.63,5,7.08,3,93.96,21,4.0,Month-to-Month,Check,DSL,Standard,Paid,0
CUST-04846,Female,0,No,No,60,3,103.48,6254.5,12,6.59,0,71.2,10,10.0,Month-to-Month,PayPal,Fiber Optic,Basic,Referral,0
CUST-04847,Male,1,No,No,7,2,58.98,515.62,12,2.87,12,1.45,14,0.0,Two-Year,PayPal,DSL,Premium,Organic,0
CUST-04848,Female,1,No,Yes,11,4,57.85,703.65,2,3.63,3,30.94,20,6.0,Month-to-Month,Bank Transfer,DSL,Standard,Social,0
CUST-04849,Female,0,Yes,Yes,64,1,23.61,1570.85,8,0.09,17,95.39,22,6.0,Month-to-Month,PayPal,Fiber Optic,Standard,Referral,0
CUST-04850,Female,1,No,Yes,66,2,45.41,3012.66,10,4.73,6,66.82,28,7.0,Month-to-Month,Check,DSL,Basic,Social,0
CUST-04851,Male,0,No,Yes,52,3,89.82,4648.41,3,5.06,18,32.47,3,0.0,One-Year,Bank Transfer,Fiber Optic,Standard,Paid,0
CUST-04852,Male,0,Yes,No,8,5,56.04,445.52,14,0.9,1,60.05,13,8.0,Month-to-Month,Check,None,Basic,Referral,0
CUST-04853,Male,1,Yes,No,5,5,35.83,201.19,13,2.38,9,16.33,17,9.0,One-Year,PayPal,Fiber Optic,Standard,Referral,0
CUST-04854,Female,1,No,No,4,5,30.58,59.43,2,0.47,8,92.46,26,7.0,Month-to-Month,Check,Fiber Optic,Basic,Social,0
CUST-04855,Female,0,No,No,50,3,29.51,1436.8,0,2.16,5,39.0,12,6.0,One-Year,Bank Transfer,Fiber Optic,Standard,Social,0
CUST-04856,Male,0,Yes,No,61,1,85.91,5169.33,8,10.15,7,19.21,1,5.0,Month-to-Month,Bank Transfer,DSL,Basic,Organic,0
CUST-04857,Male,0,Yes,Yes,45,4,81.26,3668.56,13,4.83,7,7.49,9,3.0,One-Year,PayPal,Fiber Optic,Premium,Organic,0
CUST-04858,Male,1,Yes,Yes,19,5,71.85,1369.34,10,2.08,1,3.5,27,10.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Organic,1
CUST-04859,Female,1,No,Yes,54,3,70.03,3749.13,11,21.14,4,64.51,0,3.0,Two-Year,Credit Card,Fiber Optic,Basic,Social,0
CUST-04860,Male,0,No,No,5,3,35.31,217.59,10,17.02,5,68.14,28,8.0,One-Year,PayPal,Fiber Optic,Standard,Organic,0
CUST-04861,Male,1,Yes,No,59,5,70.06,4081.33,2,0.59,11,65.85,15,1.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Paid,0
CUST-04862,Female,1,Yes,Yes,64,1,25.99,1629.11,1,3.91,5,31.41,6,1.0,One-Year,Credit Card,None,Premium,Referral,0
CUST-04863,Male,0,Yes,Yes,52,5,112.59,5893.49,0,10.9,2,79.25,10,4.0,Two-Year,Credit Card,DSL,Premium,Organic,0
CUST-04864,Male,0,No,Yes,63,3,25.8,1672.01,14,6.36,13,83.99,10,0.0,Month-to-Month,PayPal,DSL,Basic,Social,0
CUST-04865,Female,0,No,No,42,4,62.35,2579.04,14,,6,60.31,27,5.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Social,0
CUST-04866,Female,1,No,Yes,34,1,20.06,693.54,12,,0,61.55,24,6.0,Month-to-Month,PayPal,None,Premium,Social,0
CUST-04867,Male,0,No,No,23,4,98.62,2229.21,1,8.28,3,19.24,22,1.0,Month-to-Month,Bank Transfer,DSL,Standard,Referral,0
CUST-04868,Female,1,Yes,Yes,66,2,36.62,2406.86,13,0.31,11,85.81,0,6.0,One-Year,Credit Card,None,Basic,Referral,0
CUST-04869,Male,1,Yes,No,50,3,112.49,5631.77,14,0.86,4,8.46,2,7.0,Two-Year,Credit Card,DSL,Standard,Paid,0
CUST-04870,Female,0,Yes,No,14,3,24.4,369.59,11,0.58,18,,26,2.0,Month-to-Month,PayPal,DSL,Basic,Paid,0
CUST-04871,Female,1,No,Yes,68,5,102.08,6957.23,6,5.84,13,41.87,9,3.0,Two-Year,Bank Transfer,DSL,Standard,Paid,0
CUST-04872,Female,1,No,Yes,5,4,85.66,441.98,1,3.71,5,9.81,5,8.0,Month-to-Month,Check,DSL,Standard,Referral,0
CUST-04873,Female,1,No,No,42,3,44.97,1834.97,5,5.28,19,6.14,7,0.0,Two-Year,Bank Transfer,Fiber Optic,Basic,Paid,0
CUST-04874,Female,1,No,No,14,3,40.24,582.8,3,0.61,14,98.85,19,7.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Social,0
CUST-04875,Male,1,No,Yes,48,2,55.77,2704.41,9,0.2,13,56.9,20,2.0,Two-Year,Credit Card,Fiber Optic,Basic,Social,0
CUST-04876,Male,1,Yes,No,30,4,102.84,3119.66,13,2.05,1,44.44,8,7.0,Two-Year,Credit Card,DSL,Premium,Referral,0
CUST-04877,Male,0,No,No,32,5,106.2,3362.28,7,10.06,4,92.54,17,0.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Organic,0
CUST-04878,Female,0,No,No,48,3,37.53,1847.15,0,7.95,12,46.3,24,9.0,Month-to-Month,Credit Card,None,Premium,Referral,0
CUST-04879,Male,0,No,No,54,4,55.34,2922.76,5,9.43,8,84.7,10,10.0,Month-to-Month,PayPal,DSL,Basic,Organic,0
CUST-04880,Female,0,No,Yes,27,2,43.75,1159.69,11,0.92,17,85.37,3,6.0,Month-to-Month,Credit Card,DSL,Basic,Organic,0
CUST-04881,Male,1,Yes,Yes,71,3,32.26,2276.99,9,11.46,12,75.01,6,5.0,Two-Year,Check,DSL,Standard,Social,0
CUST-04882,Female,0,No,No,36,3,84.64,2984.1,0,4.89,1,9.51,29,7.0,One-Year,Bank Transfer,DSL,Premium,Social,0
CUST-04883,Male,1,No,No,12,4,54.59,640.51,5,,17,95.46,13,10.0,One-Year,Bank Transfer,None,Basic,Social,0
CUST-04884,Male,0,No,No,1,2,42.54,53.61,5,21.46,18,62.73,21,,One-Year,Credit Card,DSL,Basic,Referral,0
CUST-04885,Male,0,Yes,Yes,15,2,106.6,1507.71,0,11.59,14,40.85,7,6.0,Month-to-Month,Credit Card,None,Basic,Referral,0
CUST-04886,Female,1,Yes,Yes,50,2,94.83,4721.86,5,,15,76.64,25,5.0,One-Year,Credit Card,DSL,Standard,Social,0
CUST-04887,Male,1,No,No,39,3,97.38,3710.25,12,7.37,2,7.39,5,0.0,Month-to-Month,PayPal,DSL,Premium,Referral,1
CUST-04888,Female,0,Yes,Yes,24,2,23.92,676.15,1,3.07,14,17.85,3,1.0,One-Year,Credit Card,Fiber Optic,Standard,Organic,0
CUST-04889,Female,0,Yes,No,35,1,111.51,3913.58,7,1.12,12,67.76,24,1.0,One-Year,Check,DSL,Standard,Paid,0
CUST-04890,Male,1,No,Yes,60,3,77.47,4654.72,9,8.92,2,62.96,18,0.0,One-Year,Credit Card,Fiber Optic,Premium,Social,0
CUST-04891,Female,0,Yes,Yes,41,5,70.38,2897.2,10,0.71,3,52.44,29,5.0,Month-to-Month,Check,Fiber Optic,Standard,Organic,0
CUST-04892,Female,1,Yes,No,5,1,21.06,135.52,4,8.3,10,,15,4.0,One-Year,Bank Transfer,Fiber Optic,Basic,Paid,0
CUST-04893,Female,1,Yes,No,4,4,109.77,487.97,8,21.08,7,94.99,22,0.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Organic,0
CUST-04894,Male,1,No,No,35,5,74.39,2525.44,10,0.31,11,13.03,15,5.0,Month-to-Month,PayPal,DSL,Standard,Organic,0
CUST-04895,Male,1,Yes,Yes,29,5,102.52,3038.45,9,1.67,19,34.28,1,6.0,One-Year,Credit Card,Fiber Optic,Basic,Social,0
CUST-04896,Female,1,Yes,No,61,5,85.55,5280.91,12,6.87,12,29.34,11,2.0,Month-to-Month,Credit Card,None,Basic,Organic,0
CUST-04897,Female,1,No,Yes,42,2,99.67,4182.8,3,3.45,17,93.52,28,,Month-to-Month,PayPal,Fiber Optic,Standard,Referral,0
CUST-04898,Female,0,No,Yes,54,1,89.29,4815.9,1,0.32,0,18.72,28,3.0,Two-Year,PayPal,Fiber Optic,Basic,Referral,0
CUST-04899,Male,0,No,No,42,5,112.1,4552.91,14,3.81,5,36.78,13,3.0,Month-to-Month,Check,None,Standard,Paid,0
CUST-04900,Female,0,Yes,No,25,4,42.55,1001.51,11,8.52,17,90.59,25,10.0,Month-to-Month,Bank Transfer,None,Premium,Referral,0
CUST-04901,Male,0,No,Yes,47,2,40.21,1915.81,6,2.32,14,67.0,7,9.0,Month-to-Month,PayPal,Fiber Optic,Standard,Social,0
CUST-04902,Female,0,No,No,45,5,91.25,4166.47,8,13.52,7,3.12,9,4.0,Month-to-Month,Bank Transfer,None,Basic,Organic,0
CUST-04903,Female,1,Yes,No,52,2,70.14,3683.69,13,0.06,6,96.02,23,10.0,Month-to-Month,Bank Transfer,DSL,Standard,Paid,1
CUST-04904,Female,1,Yes,Yes,14,4,79.92,1115.04,13,4.38,14,6.01,2,6.0,Month-to-Month,Check,DSL,Standard,Paid,0
CUST-04905,Female,1,Yes,No,46,5,90.85,4275.59,12,0.32,0,52.19,0,2.0,Month-to-Month,Bank Transfer,None,Premium,Paid,0
CUST-04906,Male,0,No,Yes,21,4,74.74,1619.86,8,2.5,1,24.21,7,5.0,Month-to-Month,Check,DSL,Standard,Organic,0
CUST-04907,Male,0,Yes,No,57,4,98.77,5610.16,10,1.95,17,63.19,0,5.0,Month-to-Month,Bank Transfer,Fiber Optic,Standard,Organic,0
CUST-04908,Female,0,No,No,57,1,51.89,3066.65,8,0.48,15,28.36,16,0.0,Two-Year,PayPal,Fiber Optic,Standard,Social,0
CUST-04909,Male,1,Yes,No,45,5,105.9,4710.65,6,8.3,16,81.76,22,3.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Paid,0
CUST-04910,Female,0,No,No,68,3,30.77,2018.61,10,7.23,9,56.52,19,7.0,Month-to-Month,Bank Transfer,Fiber Optic,Premium,Referral,0
CUST-04911,Male,1,Yes,Yes,39,4,83.4,3231.56,0,0.86,5,31.29,4,3.0,One-Year,Bank Transfer,DSL,Basic,Referral,0
CUST-04912,Female,0,No,No,2,4,109.01,180.09,12,1.68,7,86.56,25,6.0,Month-to-Month,Check,Fiber Optic,Standard,Paid,1
CUST-04913,Male,0,No,Yes,44,2,45.27,1973.61,4,1.87,15,77.72,14,0.0,Month-to-Month,Check,DSL,Standard,Social,0
CUST-04914,Female,1,No,Yes,56,4,52.68,2990.18,8,4.91,4,49.31,9,2.0,Month-to-Month,PayPal,DSL,Standard,Referral,0
CUST-04915,Female,1,No,Yes,8,2,50.54,402.65,9,0.21,0,49.12,15,2.0,Two-Year,PayPal,DSL,Standard,Social,0
CUST-04916,Female,0,No,No,8,2,76.43,611.0,4,2.18,9,46.79,4,7.0,Month-to-Month,Credit Card,DSL,Basic,Referral,0
CUST-04917,Male,1,Yes,Yes,20,5,61.29,1228.68,4,1.26,10,54.01,29,8.0,Month-to-Month,Bank Transfer,DSL,Premium,Referral,0
CUST-04918,Male,0,No,Yes,60,4,30.8,1732.14,2,4.42,8,85.82,13,4.0,Month-to-Month,Check,Fiber Optic,Premium,Referral,0
CUST-04919,Female,1,No,No,38,3,109.13,4071.13,1,1.22,19,7.38,9,9.0,Month-to-Month,PayPal,DSL,Premium,Paid,0
CUST-04920,Male,0,Yes,Yes,70,1,40.47,2813.47,13,0.86,12,38.84,20,10.0,Month-to-Month,Check,Fiber Optic,Premium,Organic,1
CUST-04921,Female,1,No,No,62,4,73.41,4509.15,7,0.41,15,75.01,9,3.0,One-Year,Bank Transfer,DSL,Premium,Social,0
CUST-04922,Female,1,No,No,40,4,79.48,3167.63,10,1.1,4,96.41,22,4.0,One-Year,PayPal,DSL,Basic,Social,0
CUST-04923,Female,1,No,Yes,49,1,24.08,1249.89,2,4.3,11,15.32,14,0.0,One-Year,Credit Card,None,Basic,Social,0
CUST-04924,Female,1,Yes,No,24,4,29.57,705.99,12,5.4,7,4.35,26,,Month-to-Month,PayPal,Fiber Optic,Basic,Referral,0
CUST-04925,Female,1,Yes,No,7,2,117.17,754.07,4,12.73,7,80.51,14,8.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Referral,0
CUST-04926,Male,0,Yes,Yes,29,4,86.45,2467.43,6,0.09,2,97.04,19,8.0,Month-to-Month,Check,None,Standard,Referral,0
CUST-04927,Male,1,No,Yes,43,5,23.36,1089.86,7,3.2,14,71.47,16,7.0,Two-Year,Check,Fiber Optic,Basic,Social,0
CUST-04928,Male,1,No,No,13,4,99.42,1369.08,11,0.17,9,55.4,29,5.0,Month-to-Month,PayPal,DSL,Basic,Organic,1
CUST-04929,Female,0,No,No,16,5,70.85,1163.46,1,13.84,19,23.34,26,3.0,Two-Year,PayPal,None,Premium,Paid,0
CUST-04930,Male,0,No,No,2,1,27.52,0.0,13,2.26,11,95.84,13,5.0,Two-Year,Check,DSL,Basic,Referral,0
CUST-04931,Female,1,No,No,53,2,88.08,4683.33,1,6.63,3,72.23,21,8.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Referral,0
CUST-04932,Male,1,Yes,Yes,64,1,69.94,4495.04,9,3.69,14,69.41,6,9.0,Two-Year,Credit Card,Fiber Optic,Standard,Referral,0
CUST-04933,Male,1,No,No,59,1,40.49,2390.3,3,,0,88.2,25,8.0,Two-Year,Bank Transfer,Fiber Optic,Basic,Paid,0
CUST-04934,Female,0,No,No,27,2,107.77,2881.3,13,0.17,14,87.57,18,4.0,One-Year,Credit Card,DSL,Standard,Referral,0
CUST-04935,Female,0,Yes,Yes,43,1,49.14,2094.8,8,3.36,7,8.07,11,1.0,Two-Year,Bank Transfer,None,Standard,Referral,0
CUST-04936,Male,1,No,No,69,2,48.46,3311.46,14,1.03,0,2.0,26,8.0,Month-to-Month,PayPal,Fiber Optic,Standard,Social,0
CUST-04937,Male,0,Yes,Yes,42,1,47.28,1928.4,13,3.0,10,22.27,23,5.0,One-Year,Bank Transfer,Fiber Optic,Standard,Organic,1
CUST-04938,Male,0,No,Yes,22,1,96.75,2196.7,4,3.3,9,91.03,5,0.0,Month-to-Month,Bank Transfer,DSL,Basic,Referral,0
CUST-04939,Female,1,No,No,25,5,90.61,2309.41,3,1.68,4,53.36,28,1.0,Two-Year,Check,None,Premium,Social,0
CUST-04940,Female,1,Yes,No,52,4,110.31,5722.11,1,5.2,2,64.75,8,10.0,Month-to-Month,PayPal,None,Premium,Referral,0
CUST-04941,Female,1,Yes,No,32,3,42.93,1391.49,10,7.53,12,,2,1.0,Month-to-Month,Check,DSL,Standard,Social,0
CUST-04942,Male,0,Yes,Yes,60,3,98.64,5937.67,0,0.4,9,42.48,10,4.0,One-Year,Credit Card,Fiber Optic,Standard,Referral,0
CUST-04943,Male,1,No,No,62,2,77.3,4910.03,2,0.09,6,30.0,13,,One-Year,PayPal,Fiber Optic,Standard,Referral,0
CUST-04944,Male,1,Yes,Yes,3,3,50.87,196.23,13,8.34,11,94.04,2,5.0,Two-Year,Check,DSL,Standard,Referral,0
CUST-04945,Male,1,No,Yes,52,4,23.55,1266.1,9,3.11,19,41.21,17,1.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Organic,0
CUST-04946,Female,0,No,No,27,3,101.89,2753.06,6,2.86,17,83.59,13,4.0,One-Year,Credit Card,Fiber Optic,Premium,Organic,0
CUST-04947,Male,1,No,No,37,4,44.11,1610.24,2,14.21,5,15.54,17,9.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Referral,0
CUST-04948,Male,1,Yes,Yes,19,3,83.17,1649.45,12,1.41,7,31.72,14,1.0,One-Year,Check,Fiber Optic,Standard,Referral,1
CUST-04949,Male,0,No,No,27,2,74.89,2054.56,12,2.69,16,18.15,15,4.0,Month-to-Month,Credit Card,DSL,Standard,Referral,0
CUST-04950,Male,0,No,Yes,24,5,20.44,449.2,0,4.7,2,29.34,4,8.0,Month-to-Month,Bank Transfer,DSL,Standard,Social,0
CUST-04951,Male,1,Yes,Yes,4,5,119.43,500.43,11,1.2,19,66.76,24,9.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Organic,0
CUST-04952,Female,0,No,Yes,56,2,101.43,5722.11,4,2.6,8,14.15,18,9.0,Month-to-Month,Bank Transfer,None,Standard,Referral,0
CUST-04953,Female,1,No,No,11,3,68.65,650.33,10,5.51,9,53.6,6,6.0,One-Year,Check,DSL,Basic,Paid,0
CUST-04954,Male,1,Yes,No,27,4,88.03,2330.8,4,2.92,19,0.31,3,0.0,Month-to-Month,Credit Card,DSL,Premium,Referral,0
CUST-04955,Male,0,Yes,Yes,14,2,67.66,965.37,0,4.65,3,,28,6.0,Two-Year,Credit Card,DSL,Standard,Organic,0
CUST-04956,Male,0,Yes,Yes,12,4,94.46,1037.28,11,6.83,3,3.56,15,10.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Referral,1
CUST-04957,Male,0,Yes,Yes,27,5,33.43,814.38,12,0.42,17,75.44,24,6.0,Month-to-Month,PayPal,None,Standard,Referral,0
CUST-04958,Female,1,Yes,Yes,66,2,64.64,4252.39,10,10.71,14,86.93,14,7.0,Two-Year,Credit Card,DSL,Standard,Organic,0
CUST-04959,Male,0,No,No,68,1,53.55,3666.23,2,6.57,8,,8,2.0,Month-to-Month,Bank Transfer,Fiber Optic,Standard,Organic,0
CUST-04960,Female,0,Yes,No,28,5,65.97,1873.92,6,0.46,2,65.01,8,7.0,Month-to-Month,Check,Fiber Optic,Standard,Organic,0
CUST-04961,Male,1,No,No,36,5,65.05,2420.82,8,2.81,10,60.66,0,1.0,Month-to-Month,Check,None,Premium,Paid,0
CUST-04962,Female,0,No,No,70,5,34.31,2405.77,11,0.61,15,55.76,16,4.0,Month-to-Month,Bank Transfer,None,Standard,Organic,0
CUST-04963,Male,1,Yes,No,17,4,117.65,1981.4,11,8.32,0,76.46,21,3.0,Month-to-Month,Check,DSL,Standard,Organic,0
CUST-04964,Male,0,Yes,Yes,68,1,21.55,1399.98,13,3.96,4,87.07,3,0.0,Two-Year,PayPal,DSL,Standard,Organic,0
CUST-04965,Female,0,Yes,Yes,8,5,21.01,148.83,9,0.56,6,52.77,0,7.0,Month-to-Month,Bank Transfer,DSL,Basic,Social,0
CUST-04966,Male,0,Yes,No,17,1,57.34,1010.23,14,1.4,5,72.02,4,1.0,Month-to-Month,Credit Card,DSL,Standard,Organic,0
CUST-04967,Male,1,Yes,No,25,1,82.04,2088.58,12,6.98,11,96.24,14,9.0,One-Year,Bank Transfer,None,Basic,Organic,0
CUST-04968,Female,0,Yes,Yes,3,4,37.97,127.13,3,0.68,19,11.19,15,9.0,Two-Year,Credit Card,DSL,Basic,Organic,0
CUST-04969,Male,1,No,Yes,58,2,73.32,4279.88,10,5.04,13,58.97,17,1.0,Two-Year,Bank Transfer,Fiber Optic,Basic,Paid,0
CUST-04970,Male,0,Yes,No,61,5,92.28,5692.73,1,0.46,10,6.74,25,5.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Social,0
CUST-04971,Female,0,No,No,28,5,29.41,827.13,11,3.9,19,43.56,29,0.0,Two-Year,Credit Card,DSL,Premium,Organic,0
CUST-04972,Male,0,Yes,No,60,5,118.44,7174.9,3,,16,72.61,26,2.0,Month-to-Month,Credit Card,None,Standard,Social,0
CUST-04973,Female,1,Yes,No,55,5,53.67,2915.52,4,4.71,11,38.03,9,9.0,Month-to-Month,Credit Card,DSL,Basic,Social,0
CUST-04974,Male,1,Yes,Yes,57,3,84.24,4798.1,8,1.43,1,10.01,13,3.0,Month-to-Month,Credit Card,DSL,Standard,Organic,0
CUST-04975,Female,1,No,No,57,5,31.07,1747.06,5,1.26,5,82.99,21,3.0,One-Year,Check,DSL,Premium,Referral,0
CUST-04976,Male,0,Yes,Yes,41,5,90.95,3768.53,9,0.14,18,24.4,7,9.0,Month-to-Month,Check,DSL,Standard,Paid,0
CUST-04977,Male,1,No,No,8,2,104.05,781.64,7,3.79,11,50.23,28,2.0,One-Year,Bank Transfer,DSL,Premium,Paid,0
CUST-04978,Female,0,No,No,66,3,30.53,1998.79,9,3.19,18,14.98,3,2.0,Month-to-Month,PayPal,None,Basic,Paid,0
CUST-04979,Female,0,Yes,Yes,44,4,32.59,1340.81,8,2.42,1,98.93,13,0.0,Month-to-Month,Bank Transfer,DSL,Basic,Referral,0
CUST-04980,Female,1,No,No,64,5,48.1,3108.42,3,6.22,3,38.27,22,8.0,Two-Year,PayPal,DSL,Basic,Social,0
CUST-04981,Male,1,Yes,Yes,69,2,21.19,1524.7,10,2.01,2,82.17,3,2.0,Month-to-Month,PayPal,DSL,Standard,Organic,0
CUST-04982,Male,0,No,Yes,14,2,118.61,1706.01,14,1.92,1,38.46,29,4.0,One-Year,Bank Transfer,None,Basic,Social,1
CUST-04983,Male,0,Yes,Yes,29,2,79.84,2355.95,8,4.16,7,34.97,3,,Month-to-Month,Bank Transfer,DSL,Basic,Referral,0
CUST-04984,Male,1,No,No,14,4,80.76,1172.6,9,2.29,19,24.05,7,5.0,Month-to-Month,PayPal,Fiber Optic,Premium,Organic,0
CUST-04985,Female,1,No,No,4,3,115.9,498.57,10,9.66,0,40.45,11,7.0,Month-to-Month,Check,Fiber Optic,Premium,Paid,1
CUST-04986,Male,0,Yes,Yes,69,2,103.2,7151.72,1,1.26,18,87.53,19,3.0,One-Year,Credit Card,DSL,Basic,Referral,0
CUST-04987,Female,0,No,Yes,66,4,101.42,6727.95,2,1.33,1,66.17,9,0.0,Month-to-Month,Credit Card,DSL,Standard,Organic,0
CUST-04988,Female,0,No,No,67,4,53.95,3581.88,8,1.26,0,5.31,17,2.0,One-Year,Credit Card,None,Premium,Paid,0
CUST-04989,Male,1,No,No,63,3,53.49,3359.63,5,4.18,0,54.11,9,8.0,Month-to-Month,Credit Card,Fiber Optic,Premium,Paid,0
